Title,Genre,Rating,Votes,Runtime
 Young Wallander,"
Crime, Drama, Mystery            ",7.5,321,
 Selena: The Series,"
Biography, Drama, Music            ",7.2,181,40.0
 Selena: The Series,"
Biography, Drama, Music            ",7.4,155,37.0
 Selena: The Series,"
Biography, Drama, Music            ",7.8,141,36.0
 Avatar: The Last Airbender,"
Animation, Action, Adventure            ",7.8,2949,30.0
 Selena: The Series,"
Biography, Drama, Music            ",7.6,137,37.0
 Selena: The Series,"
Biography, Drama, Music            ",7.7,131,40.0
 Selena: The Series,"
Biography, Drama, Music            ",7.5,132,36.0
 Astronomy Club,"
Comedy            ",6.4,38,
 The Witcher,"
Action, Adventure, Fantasy            ",0.0,0,
 Baby,"
Drama            ",7.6,95,51.0
 Queen Sono,"
Action, Crime, Drama            ",6.8,65,
 Queen Sono,"
Action, Crime, Drama            ",6.8,56,
 Queen Sono,"
Action, Crime, Drama            ",6.8,47,
 Queen Sono,"
Action, Crime, Drama            ",6.7,48,
 Black Lightning,"
Action, Drama, Sci-Fi            ",6.7,323,41.0
 Sky Rojo,"
Action, Adventure, Crime            ",7.0,372,28.0
 Lucifer,"
Crime, Drama, Fantasy            ",9.1,3267,55.0
 Lucifer,"
Crime, Drama, Fantasy            ",9.4,4612,61.0
 Explained,"
Documentary            ",8.2,267,
 Riverdale,"
Crime, Drama, Mystery            ",7.6,788,42.0
 Dynasty,"
Drama            ",8.5,209,42.0
 Young Wallander,"
Crime, Drama, Mystery            ",7.4,297,
 Young Wallander,"
Crime, Drama, Mystery            ",7.5,292,
 Young Wallander,"
Crime, Drama, Mystery            ",7.2,294,
 La casa de las flores,"
Comedy, Drama            ",8.2,66,30.0
 Fast & Furious Spy Racers,"
Animation, Action, Crime            ",6.7,117,
 Dash & Lily,"
Comedy, Drama, Romance            ",7.8,327,23.0
 Dash & Lily,"
Comedy, Drama, Romance            ",7.8,299,23.0
 Dash & Lily,"
Comedy, Drama, Romance            ",7.8,265,25.0
 Dash & Lily,"
Comedy, Drama, Romance            ",7.9,253,27.0
 Dash & Lily,"
Comedy, Drama, Romance            ",7.6,250,27.0
 Dash & Lily,"
Comedy, Drama, Romance            ",7.9,249,25.0
 Dash & Lily,"
Comedy, Drama, Romance            ",7.8,249,25.0
 Dash & Lily,"
Comedy, Drama, Romance            ",8.2,266,27.0
 Le Bazar de la Charité,"
Drama, History            ",8.2,156,47.0
 Le Bazar de la Charité,"
Drama, History            ",7.8,104,55.0
 Bir Baskadir,"
Drama, Thriller            ",8.5,779,49.0
 The Boondocks,"
Animation, Action, Comedy            ",8.0,258,23.0
 Le Bazar de la Charité,"
Drama, History            ",7.7,94,49.0
 La casa de papel,"
Action, Crime, Mystery            ",7.4,6057,52.0
 The Umbrella Academy,"
Action, Adventure, Comedy            ",8.4,2911,50.0
 The Umbrella Academy,"
Action, Adventure, Comedy            ",8.6,3012,47.0
 The Umbrella Academy,"
Action, Adventure, Comedy            ",9.1,3928,49.0
 Riverdale,"
Crime, Drama, Mystery            ",7.2,717,42.0
 Mortel,"
Crime, Drama, Fantasy            ",8.1,44,45.0
 Mortel,"
Crime, Drama, Fantasy            ",6.9,43,49.0
 Mortel,"
Crime, Drama, Fantasy            ",7.3,44,49.0
 Mortel,"
Crime, Drama, Fantasy            ",7.3,43,54.0
 Black Lightning,"
Action, Drama, Sci-Fi            ",7.2,328,42.0
 Explained,"
Documentary            ",7.3,228,
 Mortel,"
Crime, Drama, Fantasy            ",8.0,44,46.0
 Narcoworld: Dope Stories,"
Documentary, Crime            ",7.2,45,47.0
 Narcoworld: Dope Stories,"
Documentary, Crime            ",7.0,32,39.0
 Narcoworld: Dope Stories,"
Documentary, Crime            ",7.5,28,37.0
 Narcoworld: Dope Stories,"
Documentary, Crime            ",6.8,29,38.0
 Kevin Hart: Don't F**k This Up,"
Documentary            ",6.5,102,
 Kevin Hart: Don't F**k This Up,"
Documentary            ",6.5,94,
 Kevin Hart: Don't F**k This Up,"
Documentary            ",6.4,91,
 Kevin Hart: Don't F**k This Up,"
Documentary            ",6.6,91,
 Kevin Hart: Don't F**k This Up,"
Documentary            ",6.6,88,
 Avatar: The Last Airbender,"
Animation, Action, Adventure            ",9.5,3275,47.0
 Black Lightning,"
Action, Drama, Sci-Fi            ",7.3,395,41.0
 Don't F**k with Cats: Hunting an Internet Killer,"
Documentary, Crime            ",8.4,1311,66.0
 Don't F**k with Cats: Hunting an Internet Killer,"
Documentary, Crime            ",8.4,1206,57.0
 Don't F**k with Cats: Hunting an Internet Killer,"
Documentary, Crime            ",8.2,1179,64.0
 Poketto monsutâ,"
Animation, Action, Adventure            ",8.1,82,
 Dynasty,"
Drama            ",8.2,197,42.0
 Avatar: The Last Airbender,"
Animation, Action, Adventure            ",9.2,3092,47.0
 Jamtara: Sabka Number Ayega,"
Crime            ",7.0,89,25.0
 Johnny Test,"
Animation, Action, Adventure            ",5.8,20,23.0
 Brand New Cherry Flavor,"
Drama, Horror, Mystery            ",0.0,0,
 Explained,"
Documentary            ",7.5,242,
 The Flash,"
Action, Adventure, Drama            ",7.1,1398,42.0
 The Flash,"
Action, Adventure, Drama            ",7.7,1392,42.0
 Sorjonen,"
Crime, Drama, Mystery            ",7.5,126,56.0
 Sorjonen,"
Crime, Drama, Mystery            ",7.1,139,60.0
 Sorjonen,"
Crime, Drama, Mystery            ",7.3,123,59.0
 Sorjonen,"
Crime, Drama, Mystery            ",7.2,118,58.0
 Sorjonen,"
Crime, Drama, Mystery            ",7.2,114,59.0
 Sorjonen,"
Crime, Drama, Mystery            ",7.5,112,60.0
 Sorjonen,"
Crime, Drama, Mystery            ",7.8,112,60.0
 Sorjonen,"
Crime, Drama, Mystery            ",7.8,95,57.0
 Sorjonen,"
Crime, Drama, Mystery            ",8.0,120,60.0
 Sugar Rush Christmas,"
Reality-TV            ",6.5,38,
 Sugar Rush Christmas,"
Reality-TV            ",6.7,34,
 Sugar Rush Christmas,"
Reality-TV            ",6.6,29,
 Sugar Rush Christmas,"
Reality-TV            ",6.9,27,
 Sugar Rush Christmas,"
Reality-TV            ",6.4,27,
 Sugar Rush Christmas,"
Reality-TV            ",6.6,26,
 Avatar: The Last Airbender,"
Animation, Action, Adventure            ",9.0,2986,25.0
 Virgin River,"
Drama, Romance            ",7.7,295,45.0
 Virgin River,"
Drama, Romance            ",7.7,306,40.0
 Virgin River,"
Drama, Romance            ",7.8,295,41.0
 Virgin River,"
Drama, Romance            ",8.0,310,44.0
 Virgin River,"
Drama, Romance            ",8.5,380,45.0
 Hollywood Insider,"
Talk-Show            ",0.0,0,
 The Confession Killer,"
Documentary, Crime            ",7.2,318,45.0
 The Confession Killer,"
Documentary, Crime            ",7.5,287,50.0
 The Confession Killer,"
Documentary, Crime            ",7.6,271,49.0
 The Confession Killer,"
Documentary, Crime            ",7.7,255,46.0
 The Confession Killer,"
Documentary, Crime            ",7.6,248,50.0
 Lupin,"
Action, Crime, Drama            ",7.9,3271,47.0
 Riverdale,"
Crime, Drama, Mystery            ",7.1,668,42.0
 Le Bazar de la Charité,"
Drama, History            ",7.9,89,53.0
 Le Bazar de la Charité,"
Drama, History            ",7.9,88,48.0
 Undercover,"
Crime, Drama, Thriller            ",7.8,258,49.0
 Undercover,"
Crime, Drama, Thriller            ",7.2,241,49.0
 Undercover,"
Crime, Drama, Thriller            ",7.5,247,50.0
 Undercover,"
Crime, Drama, Thriller            ",7.8,232,51.0
 Undercover,"
Crime, Drama, Thriller            ",7.5,286,46.0
 Halston,"
Biography, Drama            ",7.7,546,46.0
 Unsolved Mysteries,"
Documentary, Crime, Mystery            ",7.7,841,49.0
 Unsolved Mysteries,"
Documentary, Crime, Mystery            ",7.4,666,43.0
 Unsolved Mysteries,"
Documentary, Crime, Mystery            ",7.1,913,46.0
 Jamtara: Sabka Number Ayega,"
Crime            ",7.1,89,30.0
 Clickbait,"
Crime, Drama, Mystery            ",0.0,0,
 Jamtara: Sabka Number Ayega,"
Crime            ",7.1,90,25.0
 Astronomy Club,"
Comedy            ",6.8,30,
 Astronomy Club,"
Comedy            ",6.7,28,
 Astronomy Club,"
Comedy            ",7.1,25,
 Astronomy Club,"
Comedy            ",6.7,23,
 Astronomy Club,"
Comedy            ",6.8,22,
 Virgin River,"
Drama, Romance            ",8.2,521,45.0
 Lugar de Mulher,"
Comedy            ",5.6,5,16.0
 Riverdale,"
Crime, Drama, Mystery            ",7.1,684,42.0
 Hit and Run,"
Action, Crime, Drama            ",0.0,0,
 La casa de papel,"
Action, Crime, Mystery            ",7.1,5514,44.0
 La casa de papel,"
Action, Crime, Mystery            ",7.0,5380,42.0
 La casa de papel,"
Action, Crime, Mystery            ",7.4,5289,53.0
 La casa de papel,"
Action, Crime, Mystery            ",6.8,5972,42.0
 La casa de papel,"
Action, Crime, Mystery            ",7.2,6162,45.0
 La casa de papel,"
Action, Crime, Mystery            ",8.2,5896,52.0
 Le Bazar de la Charité,"
Drama, History            ",7.9,87,48.0
 Le Bazar de la Charité,"
Drama, History            ",8.0,85,54.0
 Age of Samurai: Battle for Japan,"
Documentary, Action, Adventure            ",7.4,215,43.0
 Age of Samurai: Battle for Japan,"
Documentary, Action, Adventure            ",7.4,177,42.0
 Age of Samurai: Battle for Japan,"
Documentary, Action, Adventure            ",7.6,167,42.0
 Age of Samurai: Battle for Japan,"
Documentary, Action, Adventure            ",7.4,157,43.0
 Age of Samurai: Battle for Japan,"
Documentary, Action, Adventure            ",7.5,142,43.0
 Age of Samurai: Battle for Japan,"
Documentary, Action, Adventure            ",7.4,138,44.0
 Vikings,"
Action, Adventure, Drama            ",7.8,202,
 La casa de papel,"
Action, Crime, Mystery            ",8.2,7176,60.0
 Untitled Lakers Project,"
Comedy, Drama, Sport            ",0.0,0,
 Desenfrenadas,"
Comedy, Drama            ",8.2,31,
 The Circle,"
Game-Show, Reality-TV            ",7.5,175,63.0
 A Suitable Boy,"
Drama, Romance            ",6.1,156,58.0
 Jamtara: Sabka Number Ayega,"
Crime            ",6.8,92,23.0
 Black Summer,"
Action, Drama, Horror            ",7.8,736,44.0
 Johnny Test,"
Animation, Action, Adventure            ",5.6,21,23.0
 The Upshaws,"
Comedy            ",8.5,46,
 The Boondocks,"
Animation, Action, Comedy            ",8.3,278,23.0
 The Sinner,"
Crime, Drama, Mystery            ",6.5,1275,46.0
 The Sinner,"
Crime, Drama, Mystery            ",6.4,1297,42.0
 The Sinner,"
Crime, Drama, Mystery            ",5.6,1980,50.0
 A Suitable Boy,"
Drama, Romance            ",6.2,239,58.0
 Kalifat,"
Crime, Drama, Thriller            ",7.5,371,47.0
 Next in Fashion,"
Reality-TV            ",7.3,113,50.0
 Hache,"
Crime, Drama, Thriller            ",6.7,24,47.0
 The Boondocks,"
Animation, Action, Comedy            ",7.7,207,23.0
 Blood & Water,"
Drama, Mystery            ",7.5,68,44.0
 Blood & Water,"
Drama, Mystery            ",7.5,63,50.0
 Blood & Water,"
Drama, Mystery            ",7.9,63,49.0
 Blood & Water,"
Drama, Mystery            ",7.6,61,53.0
 Blood & Water,"
Drama, Mystery            ",7.7,65,51.0
 Equinox,"
Drama, Fantasy, Mystery            ",6.9,267,46.0
 Equinox,"
Drama, Fantasy, Mystery            ",6.9,232,46.0
 Equinox,"
Drama, Fantasy, Mystery            ",6.9,218,52.0
 Equinox,"
Drama, Fantasy, Mystery            ",7.0,208,43.0
 Equinox,"
Drama, Fantasy, Mystery            ",6.9,204,41.0
 Equinox,"
Drama, Fantasy, Mystery            ",6.2,230,42.0
 Lupin,"
Action, Crime, Drama            ",7.8,2653,52.0
 Lupin,"
Action, Crime, Drama            ",7.6,2428,42.0
 Fauda,"
Action, Drama, Thriller            ",8.2,310,50.0
 Nisman,"
Documentary, Crime, History            ",7.9,33,54.0
 Nisman,"
Documentary, Crime, History            ",8.0,20,65.0
 Nisman,"
Documentary, Crime, History            ",7.7,18,59.0
 Nisman,"
Documentary, Crime, History            ",8.0,17,68.0
 Nisman,"
Documentary, Crime, History            ",8.5,17,65.0
 Nisman,"
Documentary, Crime, History            ",7.9,15,62.0
 The Boondocks,"
Animation, Action, Comedy            ",7.7,208,22.0
 Jamtara: Sabka Number Ayega,"
Crime            ",7.0,103,
 Fast & Furious Spy Racers,"
Animation, Action, Crime            ",7.4,84,
 Fast & Furious Spy Racers,"
Animation, Action, Crime            ",7.6,76,
 Fast & Furious Spy Racers,"
Animation, Action, Crime            ",7.5,70,
 Fast & Furious Spy Racers,"
Animation, Action, Crime            ",7.8,69,
 Fast & Furious Spy Racers,"
Animation, Action, Crime            ",7.8,74,
 Fauda,"
Action, Drama, Thriller            ",8.3,272,50.0
 Black Lightning,"
Action, Drama, Sci-Fi            ",7.0,309,40.0
 Johnny Test,"
Animation, Action, Adventure            ",6.1,29,22.0
 The A List,"
Crime, Drama, Mystery            ",8.3,35,28.0
 The Circle,"
Game-Show, Reality-TV            ",7.3,158,49.0
 The Circle,"
Game-Show, Reality-TV            ",7.7,155,44.0
 The Circle,"
Game-Show, Reality-TV            ",7.6,151,46.0
 Johnny Test,"
Animation, Action, Adventure            ",5.7,21,23.0
 Fauda,"
Action, Drama, Thriller            ",8.3,257,44.0
 The Circle,"
Game-Show, Reality-TV            ",7.3,136,48.0
 The Circle,"
Game-Show, Reality-TV            ",7.9,141,45.0
 The Circle,"
Game-Show, Reality-TV            ",8.0,140,53.0
 The Circle,"
Game-Show, Reality-TV            ",8.1,155,48.0
 The Last Kingdom,"
Action, Drama, History            ",8.9,1765,50.0
 The Last Kingdom,"
Action, Drama, History            ",8.9,1761,52.0
 Trollhunters,"
Animation, Action, Adventure            ",8.3,23,1.0
 Fauda,"
Action, Drama, Thriller            ",8.1,248,40.0
 Dynasty,"
Drama            ",7.8,187,42.0
 Selena: The Series,"
Biography, Drama, Music            ",7.5,129,38.0
 The Circle,"
Game-Show, Reality-TV            ",8.0,137,47.0
 The Circle,"
Game-Show, Reality-TV            ",7.8,132,47.0
 The Circle,"
Game-Show, Reality-TV            ",8.0,135,42.0
 The Circle,"
Game-Show, Reality-TV            ",7.2,151,56.0
 Vikings,"
Action, Adventure, Drama            ",8.7,178,
 Vikings,"
Action, Adventure, Drama            ",8.6,192,
 The Epic Tales of Captain Underpants,"
Animation, Short, Action            ",6.3,94,37.0
 The Pharmacist,"
Documentary, Crime            ",7.8,243,61.0
 The Pharmacist,"
Documentary, Crime            ",8.0,215,59.0
 The Pharmacist,"
Documentary, Crime            ",8.3,204,48.0
 The Pharmacist,"
Documentary, Crime            ",8.2,195,49.0
 Night on Earth,"
Documentary            ",7.8,303,53.0
 Poketto monsutâ,"
Animation, Action, Adventure            ",7.8,59,21.0
 Dynasty,"
Drama            ",8.0,166,42.0
 Dynasty,"
Drama            ",7.6,194,42.0
 Black Lightning,"
Action, Drama, Sci-Fi            ",7.0,304,42.0
 Fauda,"
Action, Drama, Thriller            ",8.2,248,38.0
 13 Reasons Why,"
Drama, Mystery, Thriller            ",6.2,1619,57.0
 Riverdale,"
Crime, Drama, Mystery            ",6.9,647,42.0
 Kalifat,"
Crime, Drama, Thriller            ",7.6,315,47.0
 Black Lightning,"
Action, Drama, Sci-Fi            ",7.2,302,41.0
 Pandemic: How to Prevent an Outbreak,"
Documentary            ",6.7,221,52.0
 Pandemic: How to Prevent an Outbreak,"
Documentary            ",6.6,153,50.0
 Pandemic: How to Prevent an Outbreak,"
Documentary            ",6.5,123,
 Pandemic: How to Prevent an Outbreak,"
Documentary            ",6.6,107,49.0
 Pandemic: How to Prevent an Outbreak,"
Documentary            ",6.6,101,
 Pandemic: How to Prevent an Outbreak,"
Documentary            ",6.9,96,
 Onisciente,"
Drama, Sci-Fi, Thriller            ",7.2,74,
 Glitch Techs,"
Animation, Action, Adventure            ",8.5,45,
 Glitch Techs,"
Animation, Action, Adventure            ",8.6,40,
 Glitch Techs,"
Animation, Action, Adventure            ",8.7,40,
 Glitch Techs,"
Animation, Action, Adventure            ",8.7,42,
 Glitch Techs,"
Animation, Action, Adventure            ",8.5,41,
 Glitch Techs,"
Animation, Action, Adventure            ",8.7,41,
 Glitch Techs,"
Animation, Action, Adventure            ",8.9,47,
 Glitch Techs,"
Animation, Action, Adventure            ",8.8,43,
 Riverdale,"
Crime, Drama, Mystery            ",7.4,692,42.0
 Riverdale,"
Crime, Drama, Mystery            ",8.1,769,42.0
 The Flash,"
Action, Adventure, Drama            ",7.8,1300,42.0
 Vikings,"
Action, Adventure, Drama            ",9.2,304,
 Avatar: The Last Airbender,"
Animation, Action, Adventure            ",9.3,3294,24.0
 Kalifat,"
Crime, Drama, Thriller            ",7.8,301,47.0
 Fauda,"
Action, Drama, Thriller            ",8.0,244,46.0
 The Haunting of Bly Manor,"
Drama, Horror, Mystery            ",7.5,3541,45.0
 Black Lightning,"
Action, Drama, Sci-Fi            ",7.8,329,42.0
 Kalifat,"
Crime, Drama, Thriller            ",7.9,292,47.0
 Diablero,"
Adventure, Drama, Fantasy            ",7.3,39,
 Dirty Money,"
Documentary, Crime            ",7.6,365,
 Night on Earth,"
Documentary            ",8.2,248,45.0
 Night on Earth,"
Documentary            ",7.9,202,53.0
 Night on Earth,"
Documentary            ",8.2,211,48.0
 Night on Earth,"
Documentary            ",8.2,197,41.0
 Night on Earth,"
Documentary            ",7.9,179,51.0
 Onisciente,"
Drama, Sci-Fi, Thriller            ",7.1,97,
 Onisciente,"
Drama, Sci-Fi, Thriller            ",7.1,83,
 Onisciente,"
Drama, Sci-Fi, Thriller            ",7.3,80,
 Onisciente,"
Drama, Sci-Fi, Thriller            ",7.5,77,
 Onisciente,"
Drama, Sci-Fi, Thriller            ",6.8,109,
 The Last Kingdom,"
Action, Drama, History            ",9.0,1930,55.0
 The Last Kingdom,"
Action, Drama, History            ",9.1,1854,52.0
 The Last Kingdom,"
Action, Drama, History            ",9.4,2278,55.0
 Next in Fashion,"
Reality-TV            ",7.5,98,
 Next in Fashion,"
Reality-TV            ",7.6,88,
 Next in Fashion,"
Reality-TV            ",6.2,111,
 Next in Fashion,"
Reality-TV            ",7.0,90,
 Next in Fashion,"
Reality-TV            ",6.7,86,
 Next in Fashion,"
Reality-TV            ",7.4,81,
 Next in Fashion,"
Reality-TV            ",7.0,81,
 Next in Fashion,"
Reality-TV            ",7.4,77,
 Next in Fashion,"
Reality-TV            ",8.1,85,
 13 Reasons Why,"
Drama, Mystery, Thriller            ",6.1,1507,57.0
 13 Reasons Why,"
Drama, Mystery, Thriller            ",6.6,1694,61.0
 Fauda,"
Action, Drama, Thriller            ",8.6,283,43.0
